incident_id,year,incident_type
2798,2023,Hijacking without Misuse
2797,2023,Data theft
2797,2023,Disruption
2797,2023,Hijacking with Misuse
2796,2023,Hijacking with Misuse
2795,2023,Disruption
2795,2023,Hijacking with Misuse
2793,2023,Hijacking with Misuse
2793,2023,Ransomware
2792,2023,Data theft
2792,2023,Disruption
2792,2023,Hijacking with Misuse
2791,2023,Hijacking with Misuse
2789,2023,Disruption
2788,2023,Disruption
2787,2022,Hijacking with Misuse
2786,2023,Data theft & Doxing
2786,2023,Hijacking with Misuse
2784,2023,Disruption
2783,2023,Data theft
2783,2023,Hijacking with Misuse
2782,2023,Disruption
2781,2023,Hijacking with Misuse
2780,2023,Data theft
2780,2023,Hijacking with Misuse
2780,2023,Ransomware
2779,2023,Data theft & Doxing
2779,2023,Disruption
2779,2023,Hijacking with Misuse
2779,2023,Ransomware
2778,2023,Data theft & Doxing
2778,2023,Disruption
2778,2023,Hijacking with Misuse
2778,2023,Ransomware
2776,2022,Disruption
2776,2022,Hijacking with Misuse
2775,2023,Disruption
2774,2023,Data theft
2774,2023,Disruption
2774,2023,Hijacking with Misuse
2774,2023,Ransomware
2773,2023,Disruption
2773,2023,Hijacking with Misuse
2773,2023,Ransomware
2772,2023,Disruption
2772,2023,Hijacking with Misuse
2771,2023,Data theft
2771,2023,Disruption
2771,2023,Hijacking with Misuse
2770,2023,Hijacking without Misuse
2769,2023,Data theft & Doxing
2769,2023,Disruption
2769,2023,Hijacking with Misuse
2769,2023,Ransomware
2768,2023,Hijacking without Misuse
2767,2023,Data theft & Doxing
2767,2023,Hijacking with Misuse
2767,2023,Ransomware
2766,2023,Disruption
2766,2023,Hijacking with Misuse
2765,2023,Data theft & Doxing
2765,2023,Disruption
2765,2023,Hijacking with Misuse
2764,2023,Disruption
2764,2023,Hijacking with Misuse
2763,2023,Data theft & Doxing
2763,2023,Disruption
2763,2023,Hijacking with Misuse
2762,2023,Disruption
2762,2023,Hijacking with Misuse
2761,2023,Disruption
2760,2023,Disruption
2759,2023,Data theft & Doxing
2759,2023,Disruption
2759,2023,Hijacking with Misuse
2759,2023,Ransomware
2757,2023,Data theft & Doxing
2757,2023,Hijacking with Misuse
2757,2023,Ransomware
2756,2023,Data theft
2756,2023,Hijacking with Misuse
2755,2023,Data theft
2755,2023,Disruption
2755,2023,Hijacking with Misuse
2755,2023,Ransomware
2753,2022,Data theft
2753,2022,Hijacking with Misuse
2752,2023,Disruption
2751,2023,Disruption
2751,2023,Hijacking with Misuse
2750,2023,Disruption
2750,2023,Hijacking with Misuse
2749,2023,Disruption
2749,2023,Hijacking with Misuse
2749,2023,Ransomware
2748,2023,Data theft
2748,2023,Disruption
2748,2023,Hijacking with Misuse
2748,2023,Ransomware
2747,2023,Disruption
2747,2023,Hijacking with Misuse
2746,2023,Data theft
2746,2023,Disruption
2746,2023,Hijacking with Misuse
2746,2023,Ransomware
2745,2023,Data theft
2745,2023,Disruption
2745,2023,Hijacking with Misuse
2745,2023,Ransomware
2744,2022,Data theft
2744,2022,Hijacking with Misuse
2744,2022,Ransomware
2743,2022,Hijacking without Misuse
2742,2023,Data theft & Doxing
2742,2023,Hijacking with Misuse
2742,2023,Ransomware
2741,2022,Data theft
2741,2022,Hijacking with Misuse
2741,2022,Ransomware
2740,2023,Disruption
2739,2023,Disruption
2739,2023,Hijacking with Misuse
2739,2023,Ransomware
2737,2023,Data theft
2737,2023,Hijacking with Misuse
2735,2023,Disruption
2733,2023,Disruption
2732,2023,Disruption
2729,2023,Data theft
2729,2023,Hijacking with Misuse
2726,2023,Disruption
2725,2023,Data theft
2725,2023,Hijacking with Misuse
2724,2023,Data theft
2724,2023,Hijacking with Misuse
2723,2023,Data theft
2723,2023,Hijacking with Misuse
2721,2023,Data theft
2721,2023,Disruption
2721,2023,Hijacking with Misuse
2720,2023,Data theft
2720,2023,Hijacking with Misuse
2719,2023,Hijacking without Misuse
2717,2023,Data theft
2717,2023,Hijacking with Misuse
2716,2023,Hijacking without Misuse
2715,2023,Hijacking without Misuse
2714,2022,Hijacking without Misuse
2710,2023,Data theft
2710,2023,Hijacking with Misuse
2709,2023,Data theft
2709,2023,Hijacking with Misuse
2708,2023,Disruption
2708,2023,Hijacking with Misuse
2707,2023,Data theft
2707,2023,Hijacking with Misuse
2706,2023,Disruption
2705,2023,Disruption
2705,2023,Hijacking without Misuse
2704,2023,Disruption
2703,2023,Disruption
2702,2023,Disruption
2702,2023,Hijacking with Misuse
2701,2023,Data theft
2701,2023,Disruption
2701,2023,Hijacking with Misuse
2701,2023,Ransomware
2700,2023,Disruption
2699,2023,Data theft & Doxing
2699,2023,Hijacking with Misuse
2698,2023,Disruption
2698,2023,Hijacking with Misuse
2697,2023,Disruption
2692,2023,Hijacking with Misuse
2691,2021,Hijacking without Misuse
2690,2023,Disruption
2690,2023,Hijacking with Misuse
2689,2023,Disruption
2688,2023,Hijacking without Misuse
2684,2023,Hijacking with Misuse
2683,2023,Disruption
2682,2023,Data theft
2682,2023,Hijacking with Misuse
2679,2023,Disruption
2678,2023,Disruption
2677,2023,Data theft
2677,2023,Hijacking with Misuse
2677,2023,Ransomware
2676,2023,Data theft
2676,2023,Hijacking with Misuse
2675,2023,Data theft
2675,2023,Disruption
2675,2023,Hijacking with Misuse
2675,2023,Ransomware
2674,2023,Hijacking without Misuse
2673,2023,Disruption
2672,2023,Hijacking with Misuse
2671,2023,Data theft
2671,2023,Hijacking with Misuse
2669,2023,Disruption
2669,2023,Hijacking with Misuse
2668,2023,Data theft
2668,2023,Hijacking with Misuse
2667,2023,Disruption
2667,2023,Hijacking with Misuse
2667,2023,Ransomware
2666,2023,Disruption
2665,2023,Data theft
2665,2023,Hijacking with Misuse
2665,2023,Ransomware
2664,2023,Hijacking without Misuse
2663,2018,Data theft
2663,2018,Hijacking with Misuse
2662,2023,Data theft
2662,2023,Hijacking with Misuse
2662,2023,Ransomware
2661,2022,Hijacking without Misuse
2660,2023,Disruption
2659,2023,Disruption
2658,2023,Hijacking without Misuse
2657,2023,Data theft
2657,2023,Disruption
2657,2023,Hijacking with Misuse
2657,2023,Ransomware
2655,2023,Disruption
2654,2023,Data theft
2654,2023,Disruption
2654,2023,Hijacking with Misuse
2654,2023,Ransomware
2653,2020,Hijacking without Misuse
2652,2023,Hijacking with Misuse
2651,2023,Disruption
2650,2023,Disruption
2649,2023,Disruption
2649,2023,Hijacking with Misuse
2649,2023,Ransomware
2648,2023,Disruption
2647,2023,Disruption
2646,2023,Disruption
2645,2023,Hijacking with Misuse
2644,2022,Data theft
2644,2022,Hijacking with Misuse
2643,2022,Hijacking without Misuse
2642,2021,Data theft
2642,2021,Hijacking with Misuse
2641,2023,Disruption
2641,2023,Hijacking with Misuse
2639,2023,Data theft
2639,2023,Hijacking with Misuse
2639,2023,Ransomware
2636,2023,Hijacking without Misuse
2635,2023,Data theft
2635,2023,Hijacking with Misuse
2634,2023,Disruption
2634,2023,Hijacking with Misuse
2633,2023,Hijacking with Misuse
2632,2023,Disruption
2631,2023,Data theft & Doxing
2631,2023,Hijacking with Misuse
2631,2023,Ransomware
2630,2023,Disruption
2629,2022,Data theft
2629,2022,Hijacking with Misuse
2628,2023,Disruption
2628,2023,Hijacking with Misuse
2626,2022,Data theft
2626,2022,Hijacking with Misuse
2625,2023,Hijacking without Misuse
2624,2023,Data theft
2624,2023,Hijacking with Misuse
2624,2023,Ransomware
2623,2022,Data theft
2623,2022,Hijacking with Misuse
2622,2023,Hijacking with Misuse
2621,2023,Data theft & Doxing
2621,2023,Hijacking with Misuse
2620,2023,Data theft
2620,2023,Disruption
2620,2023,Hijacking with Misuse
2620,2023,Ransomware
2619,2023,Data theft
2619,2023,Hijacking with Misuse
2618,2023,Hijacking without Misuse
2616,2023,Disruption
2613,2023,Disruption
2613,2023,Hijacking with Misuse
2610,2023,Hijacking with Misuse
2608,2023,Hijacking without Misuse
2607,2023,Disruption
2607,2023,Hijacking with Misuse
2607,2023,Ransomware
2606,2023,Data theft
2606,2023,Hijacking with Misuse
2603,2023,Disruption
2601,2021,Hijacking without Misuse
2600,2023,Disruption
2600,2023,Hijacking with Misuse
2600,2023,Ransomware
2596,2023,Hijacking with Misuse
2595,2023,Disruption
2595,2023,Hijacking with Misuse
2592,2023,Disruption
2591,2023,Hijacking without Misuse
2590,2022,Hijacking without Misuse
2589,2023,Hijacking without Misuse
2588,2023,Data theft
2588,2023,Hijacking with Misuse
2587,2023,Disruption
2587,2023,Hijacking with Misuse
2586,2023,Disruption
2586,2023,Hijacking with Misuse
2585,2023,Hijacking without Misuse
2584,2023,Hijacking without Misuse
2582,2023,Data theft
2582,2023,Hijacking with Misuse
2581,2023,Data theft & Doxing
2581,2023,Hijacking with Misuse
2581,2023,Ransomware
2580,2023,Disruption
2580,2023,Hijacking with Misuse
2580,2023,Ransomware
2579,2022,Data theft
2579,2022,Hijacking with Misuse
2578,2023,Data theft & Doxing
2578,2023,Hijacking with Misuse
2577,2023,Hijacking with Misuse
2576,2023,Disruption
2575,2023,Disruption
2574,2023,Disruption
2574,2023,Hijacking with Misuse
2574,2023,Ransomware
2573,2023,Hijacking without Misuse
2572,2023,Disruption
2571,2023,Data theft
2571,2023,Disruption
2571,2023,Hijacking with Misuse
2571,2023,Ransomware
2570,2023,Disruption
2570,2023,Hijacking with Misuse
2567,2023,Disruption
2566,2023,Disruption
2566,2023,Hijacking with Misuse
2565,2023,Hijacking with Misuse
2565,2023,Ransomware
2564,2023,Hijacking with Misuse
2564,2023,Ransomware
2563,2023,Disruption
2563,2023,Hijacking with Misuse
2562,2023,Disruption
2562,2023,Hijacking with Misuse
2562,2023,Ransomware
2561,2023,Data theft & Doxing
2561,2023,Hijacking with Misuse
2559,2021,Hijacking without Misuse
2557,2023,Data theft & Doxing
2557,2023,Hijacking with Misuse
2557,2023,Ransomware
2556,2023,Hijacking without Misuse
2555,2022,Data theft
2555,2022,Hijacking with Misuse
2554,2020,Data theft
2554,2020,Hijacking with Misuse
2548,2023,Disruption
2547,2022,Data theft
2547,2022,Hijacking with Misuse
2546,2023,Disruption
2546,2023,Hijacking with Misuse
2544,2023,Data theft & Doxing
2544,2023,Disruption
2544,2023,Ransomware
2543,2023,Data theft
2543,2023,Disruption
2543,2023,Hijacking with Misuse
2543,2023,Ransomware
2542,2023,Data theft
2542,2023,Hijacking with Misuse
2542,2023,Ransomware
2541,2023,Disruption
2541,2023,Hijacking with Misuse
2541,2023,Ransomware
2539,2023,Hijacking without Misuse
2535,2020,Disruption
2535,2020,Hijacking with Misuse
2535,2020,Ransomware
2534,2023,Disruption
2534,2023,Hijacking with Misuse
2534,2023,Ransomware
2532,2023,Hijacking with Misuse
2529,2023,Hijacking with Misuse
2528,2023,Disruption
2528,2023,Hijacking with Misuse
2528,2023,Ransomware
2527,2023,Disruption
2527,2023,Hijacking with Misuse
2527,2023,Ransomware
2523,2023,Disruption
2522,2023,Disruption
2521,2023,Disruption
2521,2023,Hijacking with Misuse
2521,2023,Ransomware
2520,2023,Disruption
2520,2023,Hijacking with Misuse
2520,2023,Ransomware
2519,2022,Hijacking without Misuse
2518,2023,Data theft & Doxing
2518,2023,Hijacking with Misuse
2518,2023,Ransomware
2516,2023,Data theft & Doxing
2516,2023,Hijacking with Misuse
2516,2023,Ransomware
2515,2022,Hijacking without Misuse
2514,2023,Hijacking with Misuse
2513,2022,Data theft
2513,2022,Disruption
2513,2022,Hijacking with Misuse
2513,2022,Ransomware
2511,2023,Data theft
2511,2023,Hijacking with Misuse
2511,2023,Ransomware
2510,2023,Disruption
2510,2023,Hijacking with Misuse
2510,2023,Ransomware
2509,2023,Data theft
2509,2023,Hijacking with Misuse
2508,2023,Disruption
2508,2023,Hijacking with Misuse
2506,2023,Data theft
2506,2023,Disruption
2506,2023,Hijacking with Misuse
2506,2023,Ransomware
2504,2018,Hijacking with Misuse
2503,2023,Data theft & Doxing
2503,2023,Hijacking with Misuse
2500,2020,Data theft
2500,2020,Hijacking with Misuse
2499,2023,Disruption
2499,2023,Hijacking with Misuse
2498,2023,Data theft
2498,2023,Hijacking with Misuse
2498,2023,Ransomware
2497,2023,Data theft & Doxing
2497,2023,Hijacking with Misuse
2496,2023,Hijacking without Misuse
2495,2023,Hijacking with Misuse
2493,2023,Hijacking with Misuse
2492,2017,Hijacking without Misuse
2491,2023,Data theft & Doxing
2491,2023,Disruption
2491,2023,Hijacking with Misuse
2490,2023,Data theft & Doxing
2490,2023,Hijacking with Misuse
2489,2023,Disruption
2488,2023,Disruption
2487,2023,Disruption
2484,2021,Hijacking without Misuse
2483,2020,Data theft
2483,2020,Hijacking with Misuse
2482,2022,Hijacking without Misuse
2481,2021,Data theft
2481,2021,Hijacking with Misuse
2480,2023,Data theft & Doxing
2480,2023,Disruption
2480,2023,Hijacking with Misuse
2479,2023,Disruption
2479,2023,Hijacking with Misuse
2478,2022,Hijacking without Misuse
2477,2023,Disruption
2477,2023,Hijacking with Misuse
2477,2023,Ransomware
2476,2023,Data theft
2476,2023,Hijacking with Misuse
2476,2023,Ransomware
2475,2023,Data theft & Doxing
2475,2023,Hijacking with Misuse
2475,2023,Ransomware
2474,2023,Data theft
2474,2023,Disruption
2474,2023,Hijacking with Misuse
2474,2023,Ransomware
2473,2023,Disruption
2473,2023,Hijacking with Misuse
2472,2023,Hijacking without Misuse
2471,2023,Disruption
2469,2023,Disruption
2468,2022,Data theft
2468,2022,Hijacking with Misuse
2463,2023,Hijacking with Misuse
2462,2023,Disruption
2461,2023,Data theft
2461,2023,Disruption
2461,2023,Hijacking with Misuse
2461,2023,Ransomware
2460,2023,Disruption
2459,2023,Disruption
2459,2023,Hijacking with Misuse
2458,2023,Disruption
2458,2023,Hijacking with Misuse
2457,2023,Disruption
2457,2023,Hijacking with Misuse
2456,2023,Hijacking with Misuse
2455,2023,Hijacking without Misuse
2454,2023,Disruption
2454,2023,Hijacking with Misuse
2453,2023,Hijacking without Misuse
2451,2023,Disruption
2450,2023,Hijacking without Misuse
2449,2023,Data theft
2449,2023,Hijacking with Misuse
2448,2023,Data theft
2448,2023,Hijacking with Misuse
2446,2023,Disruption
2446,2023,Hijacking with Misuse
2445,2022,Data theft
2445,2022,Hijacking with Misuse
2440,2022,Data theft
2440,2022,Hijacking with Misuse
2438,2023,Data theft & Doxing
2438,2023,Hijacking with Misuse
2437,2023,Hijacking without Misuse
2436,2023,Disruption
2436,2023,Hijacking with Misuse
2436,2023,Ransomware
2435,2023,Data theft
2435,2023,Disruption
2435,2023,Hijacking with Misuse
2434,2023,Hijacking without Misuse
2433,2023,Data theft
2433,2023,Hijacking with Misuse
2431,2023,Disruption
2431,2023,Hijacking with Misuse
2430,2023,Disruption
2430,2023,Hijacking with Misuse
2429,2015,Hijacking without Misuse
2427,2023,Data theft
2427,2023,Hijacking with Misuse
2425,2023,Data theft
2425,2023,Hijacking with Misuse
2425,2023,Ransomware
2423,2023,Data theft & Doxing
2423,2023,Hijacking with Misuse
2423,2023,Ransomware
2422,2023,Data theft & Doxing
2422,2023,Disruption
2422,2023,Hijacking with Misuse
2422,2023,Ransomware
2421,2022,Hijacking with Misuse
2421,2022,Hijacking with Misuse
2420,2023,Data theft
2420,2023,Disruption
2420,2023,Hijacking with Misuse
2420,2023,Ransomware
2419,2023,Hijacking without Misuse
2418,2023,Disruption
2418,2023,Hijacking with Misuse
2418,2023,Ransomware
2417,2023,Hijacking with Misuse
2416,2023,Hijacking without Misuse
2415,2023,Disruption
2414,2023,Data theft & Doxing
2414,2023,Hijacking with Misuse
2414,2023,Ransomware
2413,2023,Disruption
2413,2023,Hijacking with Misuse
2413,2023,Ransomware
2412,2023,Hijacking with Misuse
2411,2023,Data theft & Doxing
2411,2023,Disruption
2411,2023,Hijacking with Misuse
2411,2023,Ransomware
2410,2023,Disruption
2410,2023,Hijacking with Misuse
2410,2023,Ransomware
2409,2023,Data theft
2409,2023,Disruption
2409,2023,Hijacking with Misuse
2409,2023,Ransomware
2407,2023,Disruption
2407,2023,Hijacking with Misuse
2405,2023,Disruption
2405,2023,Hijacking without Misuse
2404,2020,Hijacking without Misuse
2403,2023,Hijacking without Misuse
2400,2023,Data theft
2400,2023,Hijacking with Misuse
2400,2023,Ransomware
2399,2023,Disruption
2399,2023,Hijacking with Misuse
2398,2023,Data theft & Doxing
2398,2023,Disruption
2398,2023,Hijacking with Misuse
2397,2023,Data theft
2397,2023,Hijacking with Misuse
2397,2023,Ransomware
2395,2023,Hijacking without Misuse
2392,2023,Disruption
2392,2023,Hijacking with Misuse
2391,2023,Data theft
2391,2023,Hijacking with Misuse
2390,2023,Disruption
2389,2023,Data theft
2389,2023,Hijacking with Misuse
2389,2023,Ransomware
2388,2023,Data theft
2388,2023,Hijacking without Misuse
2387,2023,Disruption
2387,2023,Hijacking with Misuse
2386,2023,Data theft
2386,2023,Hijacking with Misuse
2385,2023,Data theft & Doxing
2385,2023,Hijacking with Misuse
2384,2023,Disruption
2384,2023,Hijacking with Misuse
2383,2023,Data theft
2383,2023,Disruption
2383,2023,Hijacking with Misuse
2383,2023,Ransomware
2382,2023,Data theft
2382,2023,Hijacking with Misuse
2382,2023,Ransomware
2381,2023,Data theft
2381,2023,Hijacking with Misuse
2380,2023,Data theft
2380,2023,Hijacking with Misuse
2379,2023,Data theft
2379,2023,Hijacking with Misuse
2378,2023,Data theft
2378,2023,Disruption
2378,2023,Hijacking with Misuse
2376,2023,Hijacking without Misuse
2374,2023,Hijacking without Misuse
2373,2023,Data theft
2373,2023,Hijacking with Misuse
2372,2023,Data theft & Doxing
2372,2023,Hijacking with Misuse
2372,2023,Ransomware
2371,2023,Data theft
2371,2023,Hijacking with Misuse
2371,2023,Ransomware
2370,2023,Data theft
2370,2023,Hijacking with Misuse
2369,2023,Data theft & Doxing
2369,2023,Disruption
2369,2023,Hijacking with Misuse
2369,2023,Ransomware
2368,2023,Disruption
2368,2023,Hijacking with Misuse
2367,2023,Disruption
2366,2023,Disruption
2365,2023,Hijacking without Misuse
2362,2023,Disruption
2361,2023,Disruption
2361,2023,Hijacking with Misuse
2361,2023,Ransomware
2358,2023,Data theft
2358,2023,Hijacking with Misuse
2358,2023,Ransomware
2357,2022,Hijacking without Misuse
2356,2022,Hijacking with Misuse
2355,2023,Disruption
2354,2023,Data theft
2354,2023,Hijacking with Misuse
2353,2022,Data theft
2353,2022,Hijacking with Misuse
2352,2022,Data theft & Doxing
2352,2022,Hijacking with Misuse
2350,2023,Hijacking without Misuse
2349,2023,Disruption
2347,2023,Data theft
2347,2023,Disruption
2347,2023,Hijacking with Misuse
2347,2023,Ransomware
2346,2023,Data theft & Doxing
2346,2023,Disruption
2346,2023,Hijacking with Misuse
2346,2023,Ransomware
2345,2023,Disruption
2344,2023,Disruption
2341,2023,Data theft & Doxing
2341,2023,Disruption
2341,2023,Hijacking with Misuse
2341,2023,Ransomware
2340,2023,Disruption
2340,2023,Hijacking with Misuse
2339,2023,Data theft
2339,2023,Hijacking with Misuse
2337,2023,Data theft
2337,2023,Hijacking with Misuse
2336,2023,Hijacking with Misuse
2335,2023,Disruption
2335,2023,Hijacking with Misuse
2335,2023,Ransomware
2331,2023,Disruption
2331,2023,Hijacking with Misuse
2330,2023,Disruption
2330,2023,Hijacking with Misuse
2328,2023,Hijacking without Misuse
2327,2023,Disruption
2327,2023,Hijacking with Misuse
2325,2023,Hijacking without Misuse
2325,2023,Ransomware
2324,2023,Disruption
2323,2023,Data theft
2323,2023,Hijacking with Misuse
2323,2023,Ransomware
2322,2023,Hijacking without Misuse
2321,2023,Disruption
2321,2023,Hijacking with Misuse
2320,2023,Data theft
2320,2023,Disruption
2320,2023,Hijacking with Misuse
2320,2023,Ransomware
2319,2023,Data theft
2319,2023,Hijacking with Misuse
2318,2023,Data theft
2318,2023,Hijacking with Misuse
2318,2023,Ransomware
2317,2023,Disruption
2314,2023,Data theft
2314,2023,Hijacking with Misuse
2314,2023,Ransomware
2313,2023,Disruption
2313,2023,Hijacking with Misuse
2313,2023,Ransomware
2312,2023,Data theft
2312,2023,Hijacking with Misuse
2311,2023,Data theft
2311,2023,Hijacking with Misuse
2311,2023,Ransomware
2310,2023,Disruption
2309,2023,Disruption
2309,2023,Hijacking with Misuse
2309,2023,Ransomware
2308,2023,Disruption
2302,2023,Hijacking without Misuse
2301,2023,Disruption
2301,2023,Hijacking with Misuse
2300,2023,Disruption
2299,2023,Data theft
2299,2023,Disruption
2299,2023,Hijacking with Misuse
2298,2023,Disruption
2297,2023,Disruption
2296,2023,Data theft
2296,2023,Hijacking with Misuse
2295,2023,Data theft
2295,2023,Disruption
2294,2023,Disruption
2293,2023,Disruption
2292,2023,Data theft & Doxing
2292,2023,Disruption
2292,2023,Hijacking with Misuse
2292,2023,Ransomware
2291,2023,Disruption
2290,2023,Disruption
2289,2023,Data theft
2289,2023,Hijacking with Misuse
2288,2023,Data theft & Doxing
2288,2023,Hijacking with Misuse
2288,2023,Ransomware
2287,2020,Data theft
2287,2020,Hijacking with Misuse
2286,2023,Data theft
2286,2023,Hijacking with Misuse
2285,2022,Hijacking without Misuse
2284,2023,Data theft & Doxing
2284,2023,Hijacking with Misuse
2284,2023,Ransomware
2283,2023,Disruption
2282,2023,Disruption
2282,2023,Hijacking with Misuse
2282,2023,Ransomware
2279,2023,Hijacking with Misuse
2278,2023,Hijacking without Misuse
2277,2019,Data theft
2277,2019,Hijacking without Misuse
2276,2021,Data theft
2276,2021,Hijacking with Misuse
2275,2023,Disruption
2275,2023,Hijacking without Misuse
2275,2023,Ransomware
2274,2022,Data theft
2274,2022,Hijacking with Misuse
2273,2023,Data theft
2273,2023,Disruption
2273,2023,Hijacking with Misuse
2273,2023,Ransomware
2272,2022,Hijacking without Misuse
2270,2023,Disruption
2270,2023,Hijacking with Misuse
2270,2023,Ransomware
2269,2023,Disruption
2269,2023,Hijacking with Misuse
2268,2023,Disruption
2268,2023,Hijacking with Misuse
2268,2023,Ransomware
2266,2023,Data theft & Doxing
2266,2023,Hijacking with Misuse
2265,2023,Disruption
2265,2023,Hijacking with Misuse
2264,2016,Data theft
2264,2016,Hijacking with Misuse
2263,2023,Data theft
2263,2023,Hijacking with Misuse
2263,2023,Ransomware
2262,2023,Data theft
2262,2023,Hijacking with Misuse
2262,2023,Ransomware
2261,2022,Disruption
2261,2022,Hijacking with Misuse
2261,2022,Ransomware
2260,2022,Disruption
2259,2020,Disruption
2259,2020,Hijacking with Misuse
2259,2020,Ransomware
2258,2023,Disruption
2258,2023,Hijacking with Misuse
2257,2021,Disruption
2257,2021,Hijacking with Misuse
2257,2021,Ransomware
2256,2023,Disruption
2255,2023,Data theft
2255,2023,Disruption
2255,2023,Hijacking with Misuse
2255,2023,Ransomware
2254,2023,Data theft
2254,2023,Hijacking with Misuse
2253,2023,Data theft & Doxing
2253,2023,Disruption
2253,2023,Hijacking with Misuse
2253,2023,Ransomware
2251,2023,Hijacking without Misuse
2250,2020,Hijacking without Misuse
2246,2022,Hijacking without Misuse
2245,2023,Data theft & Doxing
2245,2023,Disruption
2245,2023,Hijacking with Misuse
2245,2023,Ransomware
2244,2023,Disruption
2244,2023,Hijacking with Misuse
2244,2023,Ransomware
2243,2023,Disruption
2242,2023,Data theft & Doxing
2242,2023,Disruption
2242,2023,Hijacking with Misuse
2242,2023,Ransomware
2241,2023,Data theft & Doxing
2241,2023,Disruption
2241,2023,Hijacking with Misuse
2241,2023,Ransomware
2240,2023,Data theft
2240,2023,Disruption
2240,2023,Hijacking with Misuse
2240,2023,Ransomware
2239,2023,Data theft
2239,2023,Disruption
2239,2023,Hijacking with Misuse
2239,2023,Ransomware
2238,2023,Disruption
2237,2023,Disruption
2237,2023,Hijacking with Misuse
2236,2022,Data theft
2236,2022,Hijacking with Misuse
2235,2023,Data theft
2235,2023,Hijacking with Misuse
2235,2023,Ransomware
2234,2023,Disruption
2233,2023,Disruption
2233,2023,Hijacking with Misuse
2233,2023,Ransomware
2232,2023,Data theft
2232,2023,Disruption
2232,2023,Hijacking with Misuse
2232,2023,Ransomware
2231,2022,Data theft
2231,2022,Hijacking with Misuse
2230,2022,Data theft
2230,2022,Hijacking with Misuse
2229,2023,Data theft & Doxing
2229,2023,Hijacking with Misuse
2229,2023,Ransomware
2228,2021,Data theft
2228,2021,Hijacking with Misuse
2227,2022,Hijacking without Misuse
2226,2023,Data theft
2226,2023,Hijacking with Misuse
2224,2023,Data theft
2224,2023,Hijacking with Misuse
2223,2023,Data theft
2223,2023,Hijacking with Misuse
2222,2023,Disruption
2222,2023,Hijacking with Misuse
2222,2023,Ransomware
2220,2023,Hijacking without Misuse
2218,2023,Data theft
2218,2023,Disruption
2218,2023,Hijacking with Misuse
2218,2023,Ransomware
2217,2022,Data theft
2217,2022,Hijacking with Misuse
2216,2023,Disruption
2215,2023,Disruption
2214,2023,Data theft
2214,2023,Hijacking with Misuse
2213,2023,Data theft
2213,2023,Disruption
2213,2023,Hijacking with Misuse
2213,2023,Ransomware
2212,2023,Data theft
2212,2023,Disruption
2212,2023,Hijacking with Misuse
2212,2023,Ransomware
2211,2023,Disruption
2211,2023,Hijacking with Misuse
2211,2023,Ransomware
2210,2022,Hijacking without Misuse
2209,2023,Disruption
2208,2022,Data theft
2208,2022,Hijacking with Misuse
2208,2022,Ransomware
2207,2023,Data theft & Doxing
2207,2023,Hijacking with Misuse
2207,2023,Ransomware
2206,2023,Data theft
2206,2023,Hijacking with Misuse
2206,2023,Ransomware
2205,2023,Data theft
2205,2023,Disruption
2205,2023,Hijacking with Misuse
2205,2023,Ransomware
2204,2023,Data theft & Doxing
2204,2023,Disruption
2204,2023,Hijacking with Misuse
2204,2023,Ransomware
2203,2022,Disruption
2202,2023,Disruption
2202,2023,Hijacking with Misuse
2200,2023,Disruption
2200,2023,Hijacking with Misuse
2198,2020,Data theft
2198,2020,Hijacking with Misuse
2198,2020,Data theft
2198,2020,Hijacking with Misuse
2197,2023,Data theft
2197,2023,Disruption
2197,2023,Hijacking with Misuse
2197,2023,Ransomware
2196,2023,Data theft
2196,2023,Hijacking with Misuse
2196,2023,Ransomware
2195,2022,Hijacking without Misuse
2194,2023,Data theft
2194,2023,Hijacking with Misuse
2193,2023,Disruption
2193,2023,Hijacking with Misuse
2193,2023,Ransomware
2192,2020,Data theft
2192,2020,Hijacking with Misuse
2191,2022,Hijacking with Misuse
2190,2023,Disruption
2190,2023,Hijacking with Misuse
2190,2023,Ransomware
2189,2023,Disruption
2189,2023,Hijacking with Misuse
2189,2023,Ransomware
2188,2023,Hijacking without Misuse
2187,2023,Disruption
2187,2023,Hijacking with Misuse
2187,2023,Ransomware
2184,2020,Data theft
2184,2020,Hijacking with Misuse
2183,2023,Disruption
2183,2023,Hijacking with Misuse
2182,2023,Disruption
2181,2023,Disruption
2181,2023,Hijacking with Misuse
2181,2023,Ransomware
2180,2020,Data theft
2180,2020,Hijacking with Misuse
2179,2023,Disruption
2179,2023,Hijacking with Misuse
2172,2020,Hijacking without Misuse
2171,2023,Data theft
2171,2023,Hijacking with Misuse
2170,2023,Data theft & Doxing
2170,2023,Hijacking with Misuse
2169,2023,Hijacking with Misuse
2168,2023,Disruption
2168,2023,Hijacking with Misuse
2168,2023,Ransomware
2167,2022,Data theft
2167,2022,Hijacking with Misuse
2166,2023,Disruption
2166,2023,Hijacking with Misuse
2165,2022,Data theft
2165,2022,Hijacking with Misuse
2164,2023,Disruption
2163,2023,Data theft
2163,2023,Hijacking with Misuse
2163,2023,Ransomware
2161,2021,Hijacking without Misuse
2160,2021,Data theft
2160,2021,Hijacking with Misuse
2159,2022,Data theft
2159,2022,Hijacking with Misuse
2157,2023,Disruption
2156,2023,Data theft
2156,2023,Hijacking with Misuse
2156,2023,Ransomware
2155,2022,Hijacking without Misuse
2154,2023,Data theft & Doxing
