incident_id,year,incident_type
3475,2024,Data theft
3475,2024,Hijacking with Misuse
3475,2024,Ransomware
3474,2024,Hijacking with Misuse
3473,2024,Disruption
3473,2024,Hijacking with Misuse
3471,2024,Disruption
3471,2024,Hijacking with Misuse
3468,2024,Hijacking with Misuse
3466,2024,Data theft
3466,2024,Hijacking with Misuse
3466,2024,Ransomware
3465,2023,Data theft
3465,2023,Hijacking with Misuse
3464,2024,Data theft
3464,2024,Hijacking with Misuse
3464,2024,Data theft
3464,2024,Hijacking with Misuse
3463,2024,Hijacking without Misuse
3462,2024,Disruption
3461,2024,Disruption
3461,2024,Hijacking with Misuse
3460,2024,Disruption
3459,2024,Data theft & Doxing
3459,2024,Hijacking with Misuse
3458,2024,Hijacking with Misuse
3457,2024,Hijacking with Misuse
3456,2024,Hijacking with Misuse
3455,2024,Data theft
3455,2024,Disruption
3455,2024,Hijacking with Misuse
3455,2024,Ransomware
3454,2024,Data theft
3454,2024,Hijacking with Misuse
3453,2024,Hijacking with Misuse
3451,2024,Data theft
3451,2024,Disruption
3451,2024,Hijacking with Misuse
3451,2024,Ransomware
3450,2024,Hijacking without Misuse
3449,2024,Data theft
3449,2024,Hijacking with Misuse
3448,2024,Disruption
3448,2024,Hijacking with Misuse
3448,2024,Ransomware
3446,2024,Data theft
3446,2024,Hijacking with Misuse
3445,2024,Disruption
3444,2024,Data theft
3444,2024,Hijacking with Misuse
3443,2024,Data theft
3443,2024,Disruption
3443,2024,Hijacking with Misuse
3443,2024,Ransomware
3439,2024,Data theft
3439,2024,Hijacking with Misuse
3438,2024,Disruption
3437,2023,Hijacking without Misuse
3435,2024,Disruption
3435,2024,Hijacking with Misuse
3435,2024,Ransomware
3432,2022,Disruption
3432,2022,Hijacking with Misuse
3431,2024,Data theft
3431,2024,Hijacking with Misuse
3430,2024,Data theft
3430,2024,Hijacking with Misuse
3429,2024,Hijacking without Misuse
3428,2024,Data theft
3428,2024,Hijacking with Misuse
3427,2024,Data theft & Doxing
3427,2024,Disruption
3427,2024,Hijacking with Misuse
3427,2024,Ransomware
3426,2024,Data theft
3426,2024,Hijacking with Misuse
3425,2024,Disruption
3425,2024,Hijacking with Misuse
3424,2023,Data theft & Doxing
3424,2023,Hijacking with Misuse
3423,2021,Hijacking without Misuse
3422,2024,Disruption
3422,2024,Hijacking with Misuse
3422,2024,Ransomware
3421,2024,Hijacking with Misuse
3420,2024,Disruption
3420,2024,Hijacking with Misuse
3420,2024,Ransomware
3419,2024,Disruption
3419,2024,Hijacking with Misuse
3419,2024,Ransomware
3418,2024,Disruption
3418,2024,Hijacking with Misuse
3418,2024,Ransomware
3417,2024,Hijacking with Misuse
3415,2024,Disruption
3415,2024,Hijacking with Misuse
3414,2024,Data theft
3414,2024,Hijacking with Misuse
3414,2024,Ransomware
3413,2023,Data theft
3413,2023,Hijacking with Misuse
3412,2023,Hijacking without Misuse
3406,2024,Disruption
3406,2024,Hijacking with Misuse
3404,2024,Hijacking without Misuse
3403,2023,Data theft
3403,2023,Hijacking with Misuse
3402,2024,Hijacking with Misuse
3401,2022,Data theft
3401,2022,Hijacking with Misuse
3400,2022,Data theft
3400,2022,Hijacking with Misuse
3399,2024,Data theft
3399,2024,Hijacking with Misuse
3398,2024,Data theft & Doxing
3398,2024,Disruption
3398,2024,Hijacking with Misuse
3398,2024,Ransomware
3397,2024,Data theft
3397,2024,Hijacking with Misuse
3396,2024,Hijacking with Misuse
3395,2024,Disruption
3395,2024,Hijacking with Misuse
3394,2020,Data theft
3394,2020,Hijacking with Misuse
3393,2024,Hijacking with Misuse
3391,2024,Data theft & Doxing
3391,2024,Hijacking with Misuse
3391,2024,Ransomware
3390,2024,Data theft & Doxing
3390,2024,Disruption
3390,2024,Hijacking with Misuse
3390,2024,Ransomware
3387,2024,Data theft
3387,2024,Hijacking with Misuse
3386,2023,Disruption
3385,2024,Data theft
3385,2024,Disruption
3385,2024,Hijacking with Misuse
3384,2024,Data theft
3384,2024,Hijacking with Misuse
3383,2024,Data theft
3383,2024,Hijacking with Misuse
3382,2023,Data theft
3382,2023,Hijacking with Misuse
3382,2023,Ransomware
3378,2023,Hijacking without Misuse
3376,2024,Data theft
3376,2024,Disruption
3376,2024,Hijacking with Misuse
3376,2024,Ransomware
3375,2023,Data theft
3375,2023,Hijacking with Misuse
3374,2024,Data theft
3374,2024,Hijacking with Misuse
3373,2024,Data theft
3373,2024,Hijacking with Misuse
3373,2024,Ransomware
3372,2024,Data theft
3372,2024,Hijacking with Misuse
3372,2024,Ransomware
3371,2024,Data theft
3371,2024,Hijacking with Misuse
3368,2023,Disruption
3368,2023,Hijacking with Misuse
3366,2024,Data theft
3366,2024,Hijacking with Misuse
3362,2023,Data theft & Doxing
3362,2023,Disruption
3362,2023,Hijacking with Misuse
3362,2023,Ransomware
3361,2024,Data theft
3361,2024,Hijacking with Misuse
3360,2024,Data theft & Doxing
3360,2024,Hijacking with Misuse
3360,2024,Ransomware
3359,2024,Data theft
3359,2024,Hijacking with Misuse
3358,2024,Disruption
3357,2024,Disruption
3357,2024,Hijacking with Misuse
3357,2024,Ransomware
3356,2024,Disruption
3356,2024,Hijacking with Misuse
3356,2024,Ransomware
3355,2024,Disruption
3355,2024,Hijacking with Misuse
3354,2024,Disruption
3354,2024,Hijacking with Misuse
3354,2024,Ransomware
3353,2024,Hijacking without Misuse
3352,2024,Hijacking without Misuse
3349,2024,Data theft
3349,2024,Hijacking with Misuse
3349,2024,Ransomware
3348,2024,Data theft
3348,2024,Hijacking with Misuse
3344,2023,Data theft
3344,2023,Hijacking with Misuse
3343,2024,Hijacking with Misuse
3342,2024,Data theft & Doxing
3342,2024,Hijacking with Misuse
3341,2024,Data theft
3341,2024,Hijacking with Misuse
3340,2024,Data theft
3340,2024,Disruption
3340,2024,Hijacking with Misuse
3339,2024,Disruption
3339,2024,Hijacking with Misuse
3336,2023,Data theft
3336,2023,Hijacking with Misuse
3326,2024,Disruption
3326,2024,Hijacking with Misuse
3326,2024,Ransomware
3324,2024,Data theft
3324,2024,Hijacking with Misuse
3322,2024,Disruption
3322,2024,Hijacking with Misuse
3322,2024,Ransomware
3321,2024,Disruption
3320,2024,Data theft
3320,2024,Hijacking with Misuse
3320,2024,Ransomware
3318,2024,Hijacking without Misuse
3317,2024,Data theft
3317,2024,Hijacking with Misuse
3316,2024,Disruption
3316,2024,Hijacking with Misuse
3316,2024,Ransomware
3315,2024,Data theft & Doxing
3315,2024,Disruption
3315,2024,Hijacking with Misuse
3315,2024,Ransomware
3314,2024,Disruption
3314,2024,Hijacking with Misuse
3314,2024,Ransomware
3310,2024,Disruption
3310,2024,Hijacking with Misuse
3309,2024,Disruption
3309,2024,Hijacking with Misuse
3309,2024,Ransomware
3308,2024,Disruption
3308,2024,Hijacking with Misuse
3306,2023,Hijacking with Misuse
3305,2023,Hijacking with Misuse
3304,2024,Disruption
3304,2024,Hijacking with Misuse
3304,2024,Ransomware
3302,2024,Data theft
3302,2024,Hijacking with Misuse
3301,2024,Data theft
3301,2024,Hijacking with Misuse
3300,2024,Disruption
3300,2024,Hijacking with Misuse
3300,2024,Ransomware
3299,2024,Disruption
3298,2024,Data theft
3298,2024,Hijacking with Misuse
3296,2024,Hijacking with Misuse
3295,2024,Hijacking with Misuse
3294,2021,Data theft
3294,2021,Hijacking with Misuse
3293,2024,Hijacking with Misuse
3292,2024,Hijacking without Misuse
3291,2023,Hijacking without Misuse
3290,2022,Data theft
3290,2022,Disruption
3290,2022,Hijacking with Misuse
3290,2022,Ransomware
3289,2024,Disruption
3289,2024,Hijacking with Misuse
3289,2024,Ransomware
3288,2024,Disruption
3288,2024,Hijacking with Misuse
3287,2024,Hijacking with Misuse
3286,2024,Disruption
3285,2024,Data theft
3285,2024,Disruption
3285,2024,Hijacking with Misuse
3285,2024,Ransomware
3284,2024,Disruption
3283,2023,Hijacking without Misuse
3282,2024,Hijacking with Misuse
3281,2024,Disruption
3281,2024,Hijacking with Misuse
3281,2024,Ransomware
3280,2024,Disruption
3280,2024,Hijacking with Misuse
3280,2024,Ransomware
3279,2024,Data theft
3279,2024,Disruption
3279,2024,Hijacking with Misuse
3278,2023,Data theft
3278,2023,Hijacking with Misuse
3277,2024,Hijacking with Misuse
3276,2022,Data theft
3276,2022,Hijacking with Misuse
3274,2024,Hijacking with Misuse
3273,2024,Data theft
3273,2024,Hijacking with Misuse
3272,2024,Disruption
3272,2024,Hijacking with Misuse
3272,2024,Ransomware
3271,2024,Data theft
3271,2024,Hijacking without Misuse
3270,2021,Data theft & Doxing
3270,2021,Hijacking with Misuse
3269,2024,Hijacking without Misuse
3268,2024,Hijacking with Misuse
3267,2024,Disruption
3266,2024,Disruption
3265,2024,Data theft
3265,2024,Hijacking with Misuse
3264,2024,Data theft & Doxing
3264,2024,Hijacking with Misuse
3263,2024,Disruption
3262,2024,Disruption
3261,2024,Hijacking without Misuse
3260,2023,Data theft
3260,2023,Hijacking with Misuse
3260,2023,Ransomware
3259,2024,Hijacking without Misuse
3259,2024,Ransomware
3258,2024,Disruption
3256,2024,Data theft
3256,2024,Hijacking with Misuse
3256,2024,Ransomware
3255,2024,Data theft
3255,2024,Hijacking with Misuse
3254,2024,Hijacking without Misuse
3253,2024,Hijacking with Misuse
3252,2024,Hijacking without Misuse
3251,2023,Hijacking without Misuse
3250,2023,Data theft
3250,2023,Hijacking with Misuse
3248,2023,Disruption
3248,2023,Hijacking with Misuse
3247,2024,Disruption
3246,2024,Data theft
3246,2024,Disruption
3246,2024,Hijacking with Misuse
3246,2024,Ransomware
3245,2024,Hijacking with Misuse
3244,2021,Data theft
3244,2021,Hijacking with Misuse
3243,2016,Hijacking with Misuse
3242,2024,Data theft
3242,2024,Ransomware
3240,2024,Disruption
3240,2024,Hijacking with Misuse
3238,2024,Disruption
3238,2024,Hijacking with Misuse
3238,2024,Ransomware
3237,2023,Data theft
3237,2023,Hijacking with Misuse
3234,2024,Hijacking without Misuse
3233,2024,Data theft
3233,2024,Hijacking with Misuse
3232,2024,Hijacking with Misuse
3231,2024,Hijacking with Misuse
3229,2024,Disruption
3229,2024,Hijacking with Misuse
3228,2023,Data theft
3228,2023,Hijacking with Misuse
3227,2023,Hijacking with Misuse
3226,2024,Hijacking with Misuse
3225,2023,Data theft
3225,2023,Hijacking with Misuse
3223,2024,Hijacking with Misuse
3221,2020,Data theft
3221,2020,Hijacking with Misuse
3220,2024,Hijacking with Misuse
3219,2022,Data theft
3219,2022,Hijacking with Misuse
3218,2024,Data theft
3218,2024,Hijacking with Misuse
3217,2024,Disruption
3217,2024,Hijacking with Misuse
3216,2024,Hijacking without Misuse
3215,2023,Data theft
3215,2023,Hijacking with Misuse
3214,2024,Data theft
3214,2024,Hijacking with Misuse
3213,2024,Disruption
3213,2024,Hijacking with Misuse
3212,2024,Data theft
3212,2024,Hijacking with Misuse
3211,2024,Disruption
3211,2024,Hijacking without Misuse
3211,2024,Ransomware
3210,2024,Disruption
3210,2024,Hijacking with Misuse
3210,2024,Ransomware
3209,2024,Data theft
3209,2024,Disruption
3209,2024,Hijacking with Misuse
3208,2024,Disruption
3208,2024,Hijacking with Misuse
3207,2024,Disruption
3207,2024,Hijacking with Misuse
3206,2023,Data theft
3206,2023,Hijacking with Misuse
3205,2024,Disruption
3205,2024,Hijacking with Misuse
3203,2024,Hijacking without Misuse
3202,2024,Disruption
3202,2024,Hijacking with Misuse
3202,2024,Ransomware
3200,2024,Disruption
3198,2024,Disruption
3198,2024,Hijacking with Misuse
3198,2024,Ransomware
3196,2024,Data theft & Doxing
3196,2024,Disruption
3196,2024,Hijacking with Misuse
3196,2024,Ransomware
3195,2024,Disruption
3195,2024,Hijacking with Misuse
3194,2024,Data theft & Doxing
3194,2024,Hijacking with Misuse
3193,2024,Data theft
3193,2024,Hijacking with Misuse
3192,2024,Hijacking with Misuse
3192,2024,Hijacking with Misuse
3191,2024,Disruption
3191,2024,Hijacking with Misuse
3191,2024,Ransomware
3190,2024,Hijacking with Misuse
3188,2022,Disruption
3188,2022,Hijacking with Misuse
3188,2022,Ransomware
3187,2022,Disruption
3187,2022,Hijacking with Misuse
3187,2022,Ransomware
3186,2021,Disruption
3186,2021,Hijacking with Misuse
3186,2021,Ransomware
3185,2024,Hijacking with Misuse
3184,2021,Data theft
3184,2021,Disruption
3184,2021,Hijacking with Misuse
3183,2024,Data theft & Doxing
3183,2024,Hijacking with Misuse
3181,2024,Disruption
3180,2024,Disruption
3177,2024,Disruption
3177,2024,Hijacking with Misuse
3177,2024,Disruption
3177,2024,Hijacking with Misuse
3176,2024,Data theft
3176,2024,Disruption
3176,2024,Hijacking with Misuse
3176,2024,Ransomware
3175,2023,Data theft
3175,2023,Hijacking with Misuse
3168,2023,Hijacking without Misuse
3168,2023,Hijacking without Misuse
3167,2023,Hijacking with Misuse
3166,2023,Data theft
3166,2023,Hijacking with Misuse
3165,2023,Disruption
3165,2023,Hijacking with Misuse
3164,2023,Data theft
3164,2023,Hijacking with Misuse
3163,2024,Data theft & Doxing
3163,2024,Hijacking with Misuse
3163,2024,Data theft & Doxing
3163,2024,Hijacking with Misuse
3163,2024,Data theft & Doxing
3163,2024,Hijacking with Misuse
3163,2024,Data theft & Doxing
3163,2024,Hijacking with Misuse
3162,2024,Data theft
3162,2024,Disruption
3162,2024,Hijacking with Misuse
3160,2024,Disruption
3160,2024,Hijacking with Misuse
3160,2024,Ransomware
3157,2024,Data theft
3157,2024,Hijacking with Misuse
3156,2024,Disruption
3156,2024,Hijacking with Misuse
3156,2024,Ransomware
3154,2024,Data theft
3154,2024,Disruption
3154,2024,Hijacking with Misuse
3153,2024,Disruption
3153,2024,Hijacking with Misuse
3152,2024,Disruption
3152,2024,Hijacking with Misuse
3152,2024,Ransomware
3151,2024,Data theft
3151,2024,Disruption
3151,2024,Hijacking with Misuse
3151,2024,Ransomware
3150,2023,Data theft & Doxing
3150,2023,Disruption
3150,2023,Hijacking with Misuse
3150,2023,Ransomware
3148,2024,Disruption
3147,2024,Disruption
3147,2024,Hijacking with Misuse
3147,2024,Ransomware
3146,2024,Disruption
3146,2024,Hijacking with Misuse
3145,2024,Hijacking without Misuse
3143,2024,Hijacking with Misuse
3142,2024,Disruption
3142,2024,Hijacking with Misuse
3142,2024,Ransomware
3141,2024,Disruption
3140,2024,Data theft
3140,2024,Hijacking with Misuse
3139,2024,Disruption
3139,2024,Hijacking with Misuse
3138,2024,Data theft
3138,2024,Hijacking with Misuse
3138,2024,Ransomware
3137,2023,Disruption
3137,2023,Hijacking without Misuse
3136,2024,Hijacking without Misuse
3134,2024,Disruption
3133,2024,Disruption
3132,2024,Disruption
3132,2024,Hijacking with Misuse
3132,2024,Ransomware
3131,2024,Disruption
3130,2024,Hijacking with Misuse
3129,2024,Data theft
3129,2024,Hijacking with Misuse
3129,2024,Ransomware
3128,2024,Disruption
3128,2024,Hijacking with Misuse
3128,2024,Ransomware
3127,2024,Disruption
3127,2024,Hijacking with Misuse
3126,2024,Data theft
3126,2024,Hijacking with Misuse
3125,2024,Data theft & Doxing
3125,2024,Hijacking with Misuse
3125,2024,Ransomware
3124,2022,Data theft
3124,2022,Hijacking with Misuse
3119,2024,Data theft
3119,2024,Hijacking with Misuse
3115,2024,Data theft & Doxing
3115,2024,Hijacking with Misuse
3115,2024,Ransomware
3113,2024,Disruption
3113,2024,Hijacking with Misuse
3112,2024,Disruption
3112,2024,Hijacking with Misuse
3111,2020,Data theft
3111,2020,Hijacking with Misuse
3108,2024,Data theft
3108,2024,Hijacking with Misuse
3107,2024,Disruption
3106,2024,Data theft
3106,2024,Disruption
3106,2024,Hijacking with Misuse
3106,2024,Ransomware
3105,2024,Hijacking with Misuse
3104,2024,Data theft & Doxing
3104,2024,Disruption
3104,2024,Hijacking with Misuse
3104,2024,Ransomware
3103,2024,Disruption
3103,2024,Disruption
3102,2024,Data theft & Doxing
3102,2024,Disruption
3102,2024,Hijacking with Misuse
3102,2024,Ransomware
3101,2023,Data theft
3101,2023,Hijacking with Misuse
3101,2023,Data theft
3101,2023,Hijacking with Misuse
3101,2023,Data theft
3101,2023,Hijacking with Misuse
3099,2024,Disruption
3099,2024,Hijacking with Misuse
3099,2024,Ransomware
3098,2024,Data theft
3098,2024,Disruption
3098,2024,Hijacking with Misuse
3098,2024,Ransomware
3097,2024,Hijacking without Misuse
3096,2024,Disruption
3096,2024,Hijacking with Misuse
3095,2019,Data theft
3095,2019,Hijacking with Misuse
3094,2023,Hijacking without Misuse
3093,2023,Data theft
3093,2023,Hijacking with Misuse
3093,2023,Ransomware
3091,2024,Disruption
3091,2024,Hijacking with Misuse
3089,2024,Disruption
3089,2024,Hijacking with Misuse
3088,2024,Data theft & Doxing
3088,2024,Disruption
3088,2024,Hijacking with Misuse
3088,2024,Ransomware
3087,2024,Disruption
3087,2024,Hijacking with Misuse
3085,2024,Disruption
3085,2024,Hijacking with Misuse
3085,2024,Ransomware
3084,2024,Data theft & Doxing
3084,2024,Hijacking with Misuse
3083,2024,Disruption
3082,2024,Data theft
3082,2024,Disruption
3082,2024,Hijacking without Misuse
3081,2023,Disruption
3081,2023,Ransomware
3080,2024,Data theft
3080,2024,Disruption
3080,2024,Hijacking with Misuse
3080,2024,Ransomware
3079,2024,Data theft
3079,2024,Hijacking with Misuse
3079,2024,Ransomware
3078,2024,Data theft
3078,2024,Disruption
3078,2024,Hijacking with Misuse
3077,2024,Disruption
3077,2024,Ransomware
3076,2024,Data theft & Doxing
3076,2024,Hijacking with Misuse
3076,2024,Ransomware
3075,2024,Hijacking without Misuse
3074,2024,Data theft
3074,2024,Disruption
3074,2024,Hijacking with Misuse
3074,2024,Ransomware
3073,2024,Data theft
3073,2024,Disruption
3073,2024,Hijacking with Misuse
3073,2024,Ransomware
3070,2024,Disruption
3070,2024,Hijacking with Misuse
3058,2024,Disruption
3058,2024,Hijacking with Misuse
3057,2024,Disruption
3056,2024,Data theft
3056,2024,Disruption
3056,2024,Hijacking with Misuse
3056,2024,Ransomware
3055,2023,Data theft
3055,2023,Hijacking with Misuse
3054,2024,Disruption
3054,2024,Hijacking with Misuse
3053,2024,Hijacking with Misuse
3052,2021,Data theft
3052,2021,Hijacking with Misuse
3051,2023,Disruption
3051,2023,Hijacking with Misuse
3050,2024,Data theft
3050,2024,Disruption
3050,2024,Hijacking with Misuse
3050,2024,Ransomware
3047,2024,Disruption
3047,2024,Hijacking with Misuse
3046,2024,Hijacking without Misuse
3045,2023,Data theft
3045,2023,Hijacking with Misuse
3044,2024,Disruption
3040,2024,Disruption
3039,2023,Data theft & Doxing
3039,2023,Disruption
3039,2023,Ransomware
3038,2023,Data theft
3038,2023,Hijacking with Misuse
3038,2023,Ransomware
3037,2024,Disruption
3037,2024,Hijacking with Misuse
3037,2024,Ransomware
3036,2023,Data theft
3036,2023,Hijacking with Misuse
3035,2024,Disruption
3034,2024,Hijacking with Misuse
3033,2023,Data theft
3033,2023,Hijacking with Misuse
3032,2024,Disruption
3032,2024,Hijacking with Misuse
3030,2023,Data theft
3030,2023,Hijacking with Misuse
3029,2023,Data theft
3029,2023,Disruption
3029,2023,Hijacking with Misuse
3029,2023,Ransomware
3028,2021,Data theft
3028,2021,Hijacking with Misuse
3028,2021,Ransomware
3027,2024,Data theft
3027,2024,Disruption
3027,2024,Hijacking with Misuse
3027,2024,Ransomware
3026,2024,Disruption
3022,2024,Disruption
3021,2024,Disruption
3021,2024,Hijacking with Misuse
3021,2024,Ransomware
3020,2024,Disruption
3020,2024,Hijacking with Misuse
3020,2024,Ransomware
3018,2024,Data theft
3018,2024,Hijacking with Misuse
3014,2023,Hijacking without Misuse
3013,2024,Data theft
3013,2024,Hijacking with Misuse
3013,2024,Ransomware
3013,2024,Data theft
3013,2024,Hijacking with Misuse
3013,2024,Ransomware
3011,2024,Data theft
3011,2024,Hijacking with Misuse
3010,2023,Data theft
3010,2023,Disruption
3010,2023,Hijacking with Misuse
3008,2024,Hijacking with Misuse
3007,2023,Data theft
3007,2023,Hijacking with Misuse
3004,2023,Data theft
3004,2023,Disruption
3004,2023,Hijacking with Misuse
3003,2024,Disruption
3002,2024,Disruption
3002,2024,Hijacking with Misuse
3002,2024,Ransomware
3001,2023,Data theft
3001,2023,Hijacking with Misuse
3001,2023,Ransomware
2998,2023,Data theft
2998,2023,Hijacking with Misuse
2997,2023,Data theft & Doxing
2997,2023,Hijacking with Misuse
2996,2024,Hijacking with Misuse
2995,2024,Hijacking with Misuse
2993,2024,Data theft
2993,2024,Disruption
2993,2024,Hijacking with Misuse
2993,2024,Ransomware
2992,2023,Disruption
2992,2023,Hijacking with Misuse
2992,2023,Ransomware
2992,2023,Disruption
2992,2023,Hijacking with Misuse
2992,2023,Ransomware
2992,2023,Disruption
2992,2023,Hijacking with Misuse
2992,2023,Ransomware
2991,2024,Disruption
2991,2024,Hijacking with Misuse
2991,2024,Ransomware
2990,2023,Disruption
2990,2023,Hijacking with Misuse
2990,2023,Ransomware
2989,2023,Data theft
2989,2023,Disruption
2989,2023,Hijacking with Misuse
2988,2023,Hijacking with Misuse
2988,2023,Ransomware
2987,2024,Hijacking without Misuse
2986,2023,Data theft
2986,2023,Hijacking with Misuse
2985,2024,Hijacking with Misuse
2984,2024,Disruption
2984,2024,Hijacking with Misuse
2983,2024,Hijacking without Misuse
2982,2023,Data theft
2982,2023,Hijacking with Misuse
2981,2023,Disruption
2981,2023,Hijacking with Misuse
2981,2023,Ransomware
2980,2023,Disruption
2980,2023,Hijacking with Misuse
2978,2023,Data theft
2978,2023,Disruption
2978,2023,Hijacking with Misuse
2978,2023,Ransomware
2976,2024,Disruption
2976,2024,Hijacking with Misuse
2975,2023,Hijacking with Misuse
2972,2023,Disruption
2972,2023,Hijacking with Misuse
2972,2023,Ransomware
2970,2023,Data theft
2970,2023,Hijacking with Misuse
2970,2023,Ransomware
2968,2023,Hijacking with Misuse
2967,2022,Data theft
2967,2022,Hijacking with Misuse
2962,2023,Data theft
2962,2023,Hijacking with Misuse
2961,2023,Data theft
2961,2023,Hijacking with Misuse
2960,2023,Disruption
2960,2023,Hijacking with Misuse
2960,2023,Ransomware
2958,2023,Disruption
2958,2023,Hijacking with Misuse
2958,2023,Ransomware
2957,2023,Data theft
2957,2023,Disruption
2957,2023,Hijacking with Misuse
2957,2023,Ransomware
2957,2023,Data theft
2957,2023,Disruption
2957,2023,Hijacking with Misuse
2957,2023,Ransomware
2956,2023,Data theft
2956,2023,Hijacking with Misuse
2955,2023,Disruption
2955,2023,Hijacking with Misuse
2954,2023,Hijacking without Misuse
2953,2023,Disruption
2953,2023,Hijacking with Misuse
2953,2023,Ransomware
2949,2023,Data theft
2949,2023,Hijacking with Misuse
2948,2023,Disruption
2948,2023,Hijacking with Misuse
2948,2023,Ransomware
2946,2023,Data theft
2946,2023,Hijacking with Misuse
2945,2023,Data theft
2945,2023,Hijacking with Misuse
2944,2023,Data theft
2944,2023,Hijacking with Misuse
2944,2023,Ransomware
2940,2023,Data theft
2940,2023,Hijacking with Misuse
2938,2023,Hijacking without Misuse
2937,2023,Data theft
2937,2023,Disruption
2937,2023,Hijacking with Misuse
2936,2023,Disruption
2936,2023,Hijacking with Misuse
2935,2023,Data theft
2935,2023,Hijacking with Misuse
2935,2023,Ransomware
2933,2023,Data theft
2933,2023,Disruption
2933,2023,Hijacking with Misuse
2933,2023,Ransomware
2931,2023,Disruption
2931,2023,Hijacking with Misuse
2930,2023,Data theft
2930,2023,Hijacking with Misuse
2929,2021,Hijacking without Misuse
2928,2022,Hijacking without Misuse
2927,2022,Hijacking without Misuse
2926,2022,Hijacking without Misuse
2925,2023,Data theft
2925,2023,Hijacking with Misuse
2902,2023,Disruption
2902,2023,Hijacking with Misuse
2901,2023,Disruption
2900,2022,Hijacking without Misuse
2899,2023,Hijacking without Misuse
2898,2023,Data theft
2898,2023,Disruption
2898,2023,Hijacking with Misuse
2897,2023,Data theft
2897,2023,Disruption
2897,2023,Hijacking with Misuse
2896,2023,Data theft
2896,2023,Hijacking with Misuse
2895,2023,Disruption
2895,2023,Hijacking with Misuse
2895,2023,Ransomware
2894,2022,Data theft
2894,2022,Hijacking with Misuse
2894,2022,Ransomware
2892,2023,Data theft
2892,2023,Hijacking with Misuse
2890,2023,Data theft & Doxing
2890,2023,Hijacking with Misuse
2886,2022,Data theft
2886,2022,Hijacking with Misuse
2885,2020,Data theft
2885,2020,Hijacking with Misuse
2883,2023,Data theft
2883,2023,Disruption
2883,2023,Hijacking with Misuse
2883,2023,Ransomware
2882,2023,Data theft
2882,2023,Hijacking with Misuse
2881,2023,Disruption
2881,2023,Hijacking with Misuse
2881,2023,Ransomware
2879,2023,Disruption
2879,2023,Hijacking with Misuse
2878,2022,Disruption
2878,2022,Hijacking with Misuse
2877,2023,Data theft
2877,2023,Hijacking with Misuse
2874,2023,Data theft
2874,2023,Hijacking with Misuse
2873,2023,Data theft
2873,2023,Hijacking with Misuse
2871,2023,Data theft & Doxing
2871,2023,Hijacking with Misuse
2871,2023,Ransomware
2870,2023,Disruption
2870,2023,Hijacking with Misuse
2869,2023,Hijacking without Misuse
2868,2023,Data theft
2868,2023,Hijacking with Misuse
2868,2023,Ransomware
2867,2023,Data theft
2867,2023,Disruption
2867,2023,Hijacking with Misuse
2866,2023,Data theft & Doxing
2866,2023,Hijacking with Misuse
2865,2023,Data theft
2865,2023,Hijacking with Misuse
2864,2023,Hijacking without Misuse
2861,2023,Disruption
2861,2023,Hijacking with Misuse
2860,2023,Data theft & Doxing
2860,2023,Hijacking with Misuse
2859,2023,Disruption
2859,2023,Hijacking with Misuse
2858,2023,Disruption
2858,2023,Hijacking with Misuse
2858,2023,Ransomware
2857,2023,Data theft
2857,2023,Hijacking with Misuse
2850,2023,Disruption
2850,2023,Hijacking with Misuse
2845,2023,Hijacking without Misuse
2844,2023,Disruption
2844,2023,Hijacking with Misuse
2843,2023,Data theft
2843,2023,Disruption
2843,2023,Hijacking with Misuse
2842,2017,Data theft
2842,2017,Hijacking with Misuse
2841,2023,Data theft & Doxing
2841,2023,Hijacking with Misuse
2836,2023,Hijacking without Misuse
2835,2023,Disruption
2834,2023,Hijacking without Misuse
2833,2023,Data theft
2833,2023,Hijacking with Misuse
2832,2023,Disruption
2832,2023,Hijacking with Misuse
2832,2023,Ransomware
2831,2023,Hijacking with Misuse
2830,2023,Disruption
2830,2023,Hijacking with Misuse
2830,2023,Ransomware
2828,2023,Data theft
2828,2023,Hijacking with Misuse
2827,2023,Data theft
2827,2023,Hijacking with Misuse
2827,2023,Ransomware
2826,2023,Disruption
2826,2023,Hijacking with Misuse
2825,2023,Hijacking without Misuse
2823,2023,Disruption
2823,2023,Hijacking with Misuse
2823,2023,Ransomware
2821,2023,Data theft & Doxing
2821,2023,Hijacking with Misuse
2821,2023,Ransomware
2819,2023,Hijacking with Misuse
2818,2023,Hijacking without Misuse
2817,2023,Disruption
2816,2023,Data theft & Doxing
2816,2023,Hijacking with Misuse
2815,2023,Disruption
2815,2023,Hijacking with Misuse
2813,2023,Data theft & Doxing
2813,2023,Hijacking with Misuse
2812,2023,Data theft
2812,2023,Hijacking with Misuse
2811,2023,Data theft
2811,2023,Hijacking with Misuse
2810,2023,Data theft
2810,2023,Disruption
2810,2023,Hijacking with Misuse
2809,2023,Disruption
2809,2023,Hijacking with Misuse
2808,2023,Hijacking without Misuse
2806,2023,Data theft & Doxing
2806,2023,Hijacking with Misuse
2806,2023,Ransomware
2805,2023,Hijacking without Misuse
2804,2023,Disruption
2804,2023,Hijacking with Misuse
2803,2023,Data theft & Doxing
2803,2023,Hijacking with Misuse
2803,2023,Ransomware
2802,2023,Data theft
2802,2023,Disruption
2802,2023,Hijacking with Misuse
2802,2023,Ransomware
2801,2023,Hijacking without Misuse
